normalized,stemmed text,token_count,stemmed_list,polarity_score,polarity,polarity_num
"['aplikasi', 'merugikan', 'terkadang', 'pembayaran', 'isaku', 'bermasalah', 'gagal', 'mengetik', 'ulang', 'pembayaran', 'hasilnya', 'beli', 'tiket', 'traublerugi', 'sekali', 'copot', 'pemasangan', 'sihgak', 'berguna']","['aplikasi', 'rugi', 'terkadang', 'bayar', 'isa', 'masalah', 'gagal', 'etik', 'ulang', 'bayar', 'hasil', 'beli', 'tiket', 'traublerugi', 'sekali', 'copot', 'pasang', 'sihgak', 'guna']",183,"['aplikasi', 'rugi', 'terkadang', 'bayar', 'isa', 'masalah', 'gagal', 'etik', 'ulang', 'bayar', 'hasil', 'beli', 'tiket', 'traublerugi', 'sekali', 'copot', 'pasang', 'sihgak', 'guna']",-2,Negative,-1
"['bayar', 'pakai', 'verifikasi', 'akun', 'selesai', 'masuk', 'aplikasi', 'tulisan', 'fail', 'fetch', 'data', 'from', 'server', 'ewalletnya', 'tolong', 'diperbanyak', 'linkaja', 'dana']","['bayar', 'pakai', 'verifikasi', 'akun', 'selesai', 'masuk', 'aplikasi', 'tulis', 'fail', 'fetch', 'data', 'from', 'server', 'ewalletnya', 'tolong', 'banyak', 'linkaja', 'dana']",177,"['bayar', 'pakai', 'verifikasi', 'akun', 'selesai', 'masuk', 'aplikasi', 'tulis', 'fail', 'fetch', 'data', 'from', 'server', 'ewalletnya', 'tolong', 'banyak', 'linkaja', 'dana']",-2,Negative,-1
"['tolong', 'keterangan', 'pengiriman', 'disaat', 'pendaftaran', 'diperjelas', 'dikirimkan', 'whatsapp', 'ditulis', 'dikirimnya', 'whatsapp', 'ditulis', 'masuknya', 'whatsapp', 'bagaimana']","['tolong', 'terang', 'kirim', 'saat', 'daftar', 'jelas', 'kirim', 'whatsapp', 'tulis', 'kirim', 'whatsapp', 'tulis', 'masuk', 'whatsapp', 'bagaimana']",150,"['tolong', 'terang', 'kirim', 'saat', 'daftar', 'jelas', 'kirim', 'whatsapp', 'tulis', 'kirim', 'whatsapp', 'tulis', 'masuk', 'whatsapp', 'bagaimana']",10,Positive,1
"['aplikasi', 'bagus', 'daftar', 'kode', 'dikirimkan', 'whatsapp', 'terkirim', 'coba', 'kirim', 'ulang', 'terkirim', 'nomor', 'hape', 'notifikasi', 'email']","['aplikasi', 'bagus', 'daftar', 'kode', 'kirim', 'whatsapp', 'kirim', 'coba', 'kirim', 'ulang', 'kirim', 'nomor', 'hape', 'notifikasi', 'email']",144,"['aplikasi', 'bagus', 'daftar', 'kode', 'kirim', 'whatsapp', 'kirim', 'coba', 'kirim', 'ulang', 'kirim', 'nomor', 'hape', 'notifikasi', 'email']",6,Positive,1
"['aplikasi', 'nya', 'verifikasi', 'mengisi', 'indentitas', 'lainya', 'pesan', 'tiket', 'sinyal', 'bagus', 'sudah', 'pakai', 'data', 'wifi', 'tetap', 'kesalahan', 'mohon', 'pengembang', 'memeberikan', 'solusi', 'memperbaikinya']","['aplikasi', 'nya', 'verifikasi', 'isi', 'indentitas', 'lai', 'pesan', 'tiket', 'sinyal', 'bagus', 'sudah', 'pakai', 'data', 'wifi', 'tetap', 'salah', 'mohon', 'kembang', 'memeberikan', 'solusi', 'baik']",203,"['aplikasi', 'nya', 'verifikasi', 'isi', 'indentitas', 'lai', 'pesan', 'tiket', 'sinyal', 'bagus', 'sudah', 'pakai', 'data', 'wifi', 'tetap', 'salah', 'mohon', 'kembang', 'memeberikan', 'solusi', 'baik']",12,Positive,1
"['aplikasi', 'bermasalah', 'melulu', 'di', 'stasiun', 'blok', 'tidak', 'dipakai', 'sekalinya', 'lemotselalu', 'dibilang', 'internet', 'padahal', 'youtube', 'bagus', 'tidak', 'hambatan', 'sekarang', 'berubah']","['aplikasi', 'masalah', 'melulu', 'di', 'stasiun', 'blok', 'tidak', 'pakai', 'sekali', 'lemotselalu', 'bilang', 'internet', 'padahal', 'youtube', 'bagus', 'tidak', 'hambat', 'sekarang', 'ubah']",193,"['aplikasi', 'masalah', 'melulu', 'di', 'stasiun', 'blok', 'tidak', 'pakai', 'sekali', 'lemotselalu', 'bilang', 'internet', 'padahal', 'youtube', 'bagus', 'tidak', 'hambat', 'sekarang', 'ubah']",-24,Negative,-1
"['coba', 'terkadang', 'akun', 'nomor', 'verifikasi', 'sinyal', 'bagus', 'alamat', 'email', 'saat', 'mohon', 'di', 'tingkat', 'kan', 'pembangunan', 'sistemnya', 'mudah', 'diakses', 'masyarakat']","['coba', 'terkadang', 'akun', 'nomor', 'verifikasi', 'sinyal', 'bagus', 'alamat', 'email', 'saat', 'mohon', 'di', 'tingkat', 'kan', 'bangun', 'sistem', 'mudah', 'akses', 'masyarakat']",183,"['coba', 'terkadang', 'akun', 'nomor', 'verifikasi', 'sinyal', 'bagus', 'alamat', 'email', 'saat', 'mohon', 'di', 'tingkat', 'kan', 'bangun', 'sistem', 'mudah', 'akses', 'masyarakat']",12,Positive,1
"['sistem', 'teknologinya', 'jelek', 'fleksibel', 'akun', 'aplikasi', 'mrtj', 'gagal', 'dihubungkan', 'metode', 'pembayaran', 'dompet', 'digital', 'apapun', 'nomor', 'handphone', 'dompet', 'digital', 'berbeda', 'nomor', 'akun', 'trdaftar', 'mrtj', 'dihapus', 'akun', 'mrtj', 'apliasi', 'matang', 'dipasarkan', 'public', 'meresahkan']","['sistem', 'teknologi', 'jelek', 'fleksibel', 'akun', 'aplikasi', 'mrtj', 'gagal', 'hubung', 'metode', 'bayar', 'dompet', 'digital', 'apa', 'nomor', 'handphone', 'dompet', 'digital', 'beda', 'nomor', 'akun', 'trdaftar', 'mrtj', 'hapus', 'akun', 'mrtj', 'apliasi', 'matang', 'pasar', 'public', 'resah']",301,"['sistem', 'teknologi', 'jelek', 'fleksibel', 'akun', 'aplikasi', 'mrtj', 'gagal', 'hubung', 'metode', 'bayar', 'dompet', 'digital', 'apa', 'nomor', 'handphone', 'dompet', 'digital', 'beda', 'nomor', 'akun', 'trdaftar', 'mrtj', 'hapus', 'akun', 'mrtj', 'apliasi', 'matang', 'pasar', 'public', 'resah']",-33,Negative,-1
"['akun', 'terhapus', 'lalu', 'coba', 'daftar', 'pakai', 'email', 'tidak', 'bisa', 'masuk', 'gmail', 'tidak', 'bisa', 'tulisan', 'tolong', 'aplikasi', 'diperbaiki', 'giliran', 'dibutuhkan', 'nyusahin']","['akun', 'hapus', 'lalu', 'coba', 'daftar', 'pakai', 'email', 'tidak', 'bisa', 'masuk', 'gmail', 'tidak', 'bisa', 'tulis', 'tolong', 'aplikasi', 'baik', 'gilir', 'butuh', 'nyusahin']",182,"['akun', 'hapus', 'lalu', 'coba', 'daftar', 'pakai', 'email', 'tidak', 'bisa', 'masuk', 'gmail', 'tidak', 'bisa', 'tulis', 'tolong', 'aplikasi', 'baik', 'gilir', 'butuh', 'nyusahin']",-13,Negative,-1
"['bermasalah', 'transaksi', 'gunakan', 'berhasil', 'tiket', 'muncul', 'fitur', 'saja', 'diperbarui', 'berfungsi']","['masalah', 'transaksi', 'guna', 'hasil', 'tiket', 'muncul', 'fitur', 'saja', 'baru', 'fungsi']",95,"['masalah', 'transaksi', 'guna', 'hasil', 'tiket', 'muncul', 'fitur', 'saja', 'baru', 'fungsi']",2,Positive,1
"['terima', 'pendaftaran', 'masuk', 'aplikasi', 'google', 'aplikasi', 'nya', 'suka', 'freeze', 'minimal', 'diberi', 'memuat', 'begitu', 'critical', 'production', 'kemana', 'product', 'managernya']","['terima', 'daftar', 'masuk', 'aplikasi', 'google', 'aplikasi', 'nya', 'suka', 'freeze', 'minimal', 'beri', 'muat', 'begitu', 'critical', 'production', 'mana', 'product', 'managernya']",184,"['terima', 'daftar', 'masuk', 'aplikasi', 'google', 'aplikasi', 'nya', 'suka', 'freeze', 'minimal', 'beri', 'muat', 'begitu', 'critical', 'production', 'mana', 'product', 'managernya']",-6,Negative,-1
"['daftar', 'gunakan', 'aplikasi', 'minggu', 'masuk', 'aplikasi', 'kesalahan', 'aplikasi', 'memang', 'beda', 'rada', 'niat', 'mudah', 'super', 'ruwet', 'kesalahan']","['daftar', 'guna', 'aplikasi', 'minggu', 'masuk', 'aplikasi', 'salah', 'aplikasi', 'memang', 'beda', 'rada', 'niat', 'mudah', 'super', 'ruwet', 'salah']",152,"['daftar', 'guna', 'aplikasi', 'minggu', 'masuk', 'aplikasi', 'salah', 'aplikasi', 'memang', 'beda', 'rada', 'niat', 'mudah', 'super', 'ruwet', 'salah']",-16,Negative,-1
"['pagi', 'masuk', 'aplikasi', 'beli', 'tiket', 'stasiun', 'lebak', 'bulus', 'aplikasi', 'kebuka', 'beli', 'kartu', 'stasiun', 'rugi', 'ribu', 'perjalanan', 'kantor', 'kejadian', 'seperti', 'ini', 'terkadang', 'untung', 'gede']","['pagi', 'masuk', 'aplikasi', 'beli', 'tiket', 'stasiun', 'lebak', 'bulus', 'aplikasi', 'buka', 'beli', 'kartu', 'stasiun', 'rugi', 'ribu', 'jalan', 'kantor', 'jadi', 'seperti', 'ini', 'terkadang', 'untung', 'gede']",215,"['pagi', 'masuk', 'aplikasi', 'beli', 'tiket', 'stasiun', 'lebak', 'bulus', 'aplikasi', 'buka', 'beli', 'kartu', 'stasiun', 'rugi', 'ribu', 'jalan', 'kantor', 'jadi', 'seperti', 'ini', 'terkadang', 'untung', 'gede']",-5,Negative,-1
"['opsi', 'pengembang', 'android', 'aktif', 'aplikasi', 'dipakai', 'opsi', 'pengembang', 'android', 'aktif', 'hape', 'lambat', 'main', 'aplikasi', 'mengharuskan', 'opsi', 'pengembang', 'aktif', 'pengguna', 'aplikasi', 'mrtj', 'pengguna', 'iphone']","['opsi', 'kembang', 'android', 'aktif', 'aplikasi', 'pakai', 'opsi', 'kembang', 'android', 'aktif', 'hape', 'lambat', 'main', 'aplikasi', 'harus', 'opsi', 'kembang', 'aktif', 'guna', 'aplikasi', 'mrtj', 'guna', 'iphone']",220,"['opsi', 'kembang', 'android', 'aktif', 'aplikasi', 'pakai', 'opsi', 'kembang', 'android', 'aktif', 'hape', 'lambat', 'main', 'aplikasi', 'harus', 'opsi', 'kembang', 'aktif', 'guna', 'aplikasi', 'mrtj', 'guna', 'iphone']",3,Positive,1
"['ketawa', 'hahaha', 'daftar', 'poin', 'lengkapi', 'data', 'foto', 'aplikasi', 'link', 'gopay', 'pembayaran', 'poin', 'langsung', 'pembayaran', 'gopay', 'link', 'alias', 'tertulis', 'iklannya', 'hahaha', 'lucuan', 'semoga', 'perbaikan', 'maaf', 'aplikasi', 'nya', 'kasih', 'bintang', 'bermaaf', 'orang']","['ketawa', 'hahaha', 'daftar', 'poin', 'lengkap', 'data', 'foto', 'aplikasi', 'link', 'gopay', 'bayar', 'poin', 'langsung', 'bayar', 'gopay', 'link', 'alias', 'tulis', 'iklan', 'hahaha', 'lucu', 'moga', 'baik', 'maaf', 'aplikasi', 'nya', 'kasih', 'bintang', 'maaf', 'orang']",274,"['ketawa', 'hahaha', 'daftar', 'poin', 'lengkap', 'data', 'foto', 'aplikasi', 'link', 'gopay', 'bayar', 'poin', 'langsung', 'bayar', 'gopay', 'link', 'alias', 'tulis', 'iklan', 'hahaha', 'lucu', 'moga', 'baik', 'maaf', 'aplikasi', 'nya', 'kasih', 'bintang', 'maaf', 'orang']",21,Positive,1
"['tolong', 'pengembang', 'sediakan', 'metode', 'pembayaran', 'dompet', 'digital', 'dana', 'gopay', 'mempermudah', 'konsumen', 'metode', 'pembayaran', 'jarang', 'gunakan', 'sulit']","['tolong', 'kembang', 'sedia', 'metode', 'bayar', 'dompet', 'digital', 'dana', 'gopay', 'mudah', 'konsumen', 'metode', 'bayar', 'jarang', 'guna', 'sulit']",154,"['tolong', 'kembang', 'sedia', 'metode', 'bayar', 'dompet', 'digital', 'dana', 'gopay', 'mudah', 'konsumen', 'metode', 'bayar', 'jarang', 'guna', 'sulit']",9,Positive,1
"['daftar', 'aplikasi', 'bagaimana', 'nyuruh', 'orang', 'beli', 'tiket', 'bru', 'pake', 'pakai', 'aplikasi', 'tidak', 'bisa', 'pendaftaran', 'insfastruktur', 'fasilitas', 'kuota']","['daftar', 'aplikasi', 'bagaimana', 'nyuruh', 'orang', 'beli', 'tiket', 'bru', 'pake', 'pakai', 'aplikasi', 'tidak', 'bisa', 'daftar', 'insfastruktur', 'fasilitas', 'kuota']",173,"['daftar', 'aplikasi', 'bagaimana', 'nyuruh', 'orang', 'beli', 'tiket', 'bru', 'pake', 'pakai', 'aplikasi', 'tidak', 'bisa', 'daftar', 'insfastruktur', 'fasilitas', 'kuota']",-12,Negative,-1
"['sudah', 'beli', 'tiket', 'gopay', 'tiket', 'muncul', 'beli', 'saldo', 'gopay', 'kepotong', 'muncul', 'tiket', 'menunggu', 'menit', 'efisien', 'pakai', 'aplikasi']","['sudah', 'beli', 'tiket', 'gopay', 'tiket', 'muncul', 'beli', 'saldo', 'gopay', 'potong', 'muncul', 'tiket', 'tunggu', 'menit', 'efisien', 'pakai', 'aplikasi']",160,"['sudah', 'beli', 'tiket', 'gopay', 'tiket', 'muncul', 'beli', 'saldo', 'gopay', 'potong', 'muncul', 'tiket', 'tunggu', 'menit', 'efisien', 'pakai', 'aplikasi']",10,Positive,1
"['kecewa', 'pelayanan', 'solusi', 'saran', 'kdpnnya', 'salah', 'pemilihan', 'tujuan', 'edit', 'lalu', 'saldo', 'kmbali', 'angus', 'pelayanan', 'hnya', 'terima', 'nnya', 'compln', 'tanggapi', 'langsung', 'percakapan', 'tnpa', 'informasi', 'compln', 'seperti', 'menyesal', 'sekali', 'perasaan', 'ubah', 'tujuan', 'sekarang', 'jujur', 'kecewa', 'sekali', 'sumpah']","['kecewa', 'layan', 'solusi', 'saran', 'kdpnnya', 'salah', 'pilih', 'tuju', 'edit', 'lalu', 'saldo', 'kmbali', 'angus', 'layan', 'hnya', 'terima', 'nnya', 'compln', 'tanggap', 'langsung', 'cakap', 'tnpa', 'informasi', 'compln', 'seperti', 'sesal', 'sekali', 'asa', 'ubah', 'tuju', 'sekarang', 'jujur', 'kecewa', 'sekali', 'sumpah']",331,"['kecewa', 'layan', 'solusi', 'saran', 'kdpnnya', 'salah', 'pilih', 'tuju', 'edit', 'lalu', 'saldo', 'kmbali', 'angus', 'layan', 'hnya', 'terima', 'nnya', 'compln', 'tanggap', 'langsung', 'cakap', 'tnpa', 'informasi', 'compln', 'seperti', 'sesal', 'sekali', 'asa', 'ubah', 'tuju', 'sekarang', 'jujur', 'kecewa', 'sekali', 'sumpah']",34,Positive,1
"['pembelian', 'online', 'membagong', 'monopoli', 'metode', 'pembayaran', 'pemerintah', 'turun', 'tangan', 'salah', 'fasilitas', 'strategis', 'negara']","['beli', 'online', 'bagong', 'monopoli', 'metode', 'bayar', 'perintah', 'turun', 'tangan', 'salah', 'fasilitas', 'strategis', 'negara']",135,"['beli', 'online', 'bagong', 'monopoli', 'metode', 'bayar', 'perintah', 'turun', 'tangan', 'salah', 'fasilitas', 'strategis', 'negara']",1,Positive,1
"['pembayaran', 'ruwet', 'pakai', 'bank', 'master', 'card', 'pakai', 'isaku', 'pakai', 'alat', 'pembayaran', 'mudah']","['bayar', 'ruwet', 'pakai', 'bank', 'master', 'card', 'pakai', 'isa', 'pakai', 'alat', 'bayar', 'mudah']",104,"['bayar', 'ruwet', 'pakai', 'bank', 'master', 'card', 'pakai', 'isa', 'pakai', 'alat', 'bayar', 'mudah']",1,Positive,1
"['bayar', 'pakai', 'link', 'disuruh', 'masukkan', 'kode', 'verifikasi', 'dikirim', 'masuk', 'tutup', 'bentar', 'lihat', 'kode', 'beranda', 'begitu', 'sampai', 'kebayarbayarb', 'tiket']","['bayar', 'pakai', 'link', 'suruh', 'masuk', 'kode', 'verifikasi', 'kirim', 'masuk', 'tutup', 'bentar', 'lihat', 'kode', 'beranda', 'begitu', 'sampai', 'kebayarbayarb', 'tiket']",177,"['bayar', 'pakai', 'link', 'suruh', 'masuk', 'kode', 'verifikasi', 'kirim', 'masuk', 'tutup', 'bentar', 'lihat', 'kode', 'beranda', 'begitu', 'sampai', 'kebayarbayarb', 'tiket']",-7,Negative,-1
"['daftar', 'bisaudah', 'beberapa', 'coba', 'tetap', 'daftar', 'jugaudah', 'coba', 'hape', 'nomor', 'berbedatapi', 'tetap', 'aplikasi', 'anehbuang', 'paket', 'data']","['daftar', 'bisaudah', 'beberapa', 'coba', 'tetap', 'daftar', 'jugaudah', 'coba', 'hape', 'nomor', 'berbedatapi', 'tetap', 'aplikasi', 'anehbuang', 'paket', 'data']",164,"['daftar', 'bisaudah', 'beberapa', 'coba', 'tetap', 'daftar', 'jugaudah', 'coba', 'hape', 'nomor', 'berbedatapi', 'tetap', 'aplikasi', 'anehbuang', 'paket', 'data']",9,Positive,1
"['suka', 'mrttapi', 'pembaruan', 'dompet', 'bank', 'hilangkan', 'tersisa', 'metode', 'pembayaran', 'sajasaya', 'kecewakarna', 'mempersulit', 'konsumensaya', 'berharap', 'evaluasi', 'lagibank', 'dompet', 'kembalikan']","['suka', 'mrttapi', 'baru', 'dompet', 'bank', 'hilang', 'sisa', 'metode', 'bayar', 'sajasaya', 'kecewakarna', 'sulit', 'konsumensaya', 'harap', 'evaluasi', 'lagibank', 'dompet', 'kembali']",188,"['suka', 'mrttapi', 'baru', 'dompet', 'bank', 'hilang', 'sisa', 'metode', 'bayar', 'sajasaya', 'kecewakarna', 'sulit', 'konsumensaya', 'harap', 'evaluasi', 'lagibank', 'dompet', 'kembali']",1,Positive,1
"['tolong', 'release', 'dicek', 'internalnya', 'masuk', 'sudah', 'release', 'publik', 'pakai', 'review', 'palsu', 'muji']","['tolong', 'release', 'cek', 'internal', 'masuk', 'sudah', 'release', 'publik', 'pakai', 'review', 'palsu', 'muji']",115,"['tolong', 'release', 'cek', 'internal', 'masuk', 'sudah', 'release', 'publik', 'pakai', 'review', 'palsu', 'muji']",1,Positive,1
"['force', 'close', 'abis', 'unduh', 'nyoba', 'bentar', 'lancar', 'ditinggal', 'jelasbenerin', 'aplikasinya', 'mendukung', 'orang', 'memakai', 'transport', 'jugakayak', 'aplikasinya', 'bagus']","['force', 'close', 'abis', 'unduh', 'nyoba', 'bentar', 'lancar', 'tinggal', 'jelasbenerin', 'aplikasi', 'dukung', 'orang', 'pakai', 'transport', 'jugakayak', 'aplikasi', 'bagus']",178,"['force', 'close', 'abis', 'unduh', 'nyoba', 'bentar', 'lancar', 'tinggal', 'jelasbenerin', 'aplikasi', 'dukung', 'orang', 'pakai', 'transport', 'jugakayak', 'aplikasi', 'bagus']",2,Positive,1
"['informasi', 'penyewa', 'tolong', 'infokan', 'daftar', 'menu', 'pricelist', 'klik', 'hypr', 'caffein', 'muncul', 'daftar', 'menu', 'harga', 'terima', 'kasih']","['informasi', 'sewa', 'tolong', 'info', 'daftar', 'menu', 'pricelist', 'klik', 'hypr', 'caffein', 'muncul', 'daftar', 'menu', 'harga', 'terima', 'kasih']",153,"['informasi', 'sewa', 'tolong', 'info', 'daftar', 'menu', 'pricelist', 'klik', 'hypr', 'caffein', 'muncul', 'daftar', 'menu', 'harga', 'terima', 'kasih']",12,Positive,1
"['diinstall', 'pilihan', 'pembayaran', 'familiar', 'copot', 'pemasangan', 'mohon', 'metode', 'pembayaran', 'bervariasi']","['diinstall', 'pilih', 'bayar', 'familiar', 'copot', 'pasang', 'mohon', 'metode', 'bayar', 'variasi']",101,"['diinstall', 'pilih', 'bayar', 'familiar', 'copot', 'pasang', 'mohon', 'metode', 'bayar', 'variasi']",4,Positive,1
"['bayar', 'pakai', 'gopay', 'dipermudah', 'sulit', 'pembayaran', 'tiket', 'sudah', 'copot', 'pemasangan', 'kepake', 'aplikasi', 'nya']","['bayar', 'pakai', 'gopay', 'mudah', 'sulit', 'bayar', 'tiket', 'sudah', 'copot', 'pasang', 'kepake', 'aplikasi', 'nya']",120,"['bayar', 'pakai', 'gopay', 'mudah', 'sulit', 'bayar', 'tiket', 'sudah', 'copot', 'pasang', 'kepake', 'aplikasi', 'nya']",10,Positive,1
"['jeda', 'kereta', 'menit', 'numpuk', 'penumpang', 'nunggu', 'stasiun', 'kereta', 'psbb', 'masyarakat', 'disuruh', 'taat', 'aturan', 'psbb', 'manajemen', 'penumpangnya', 'numpuk', 'di', 'mana', 'logika', 'manajemen']","['jeda', 'kereta', 'menit', 'numpuk', 'tumpang', 'nunggu', 'stasiun', 'kereta', 'psbb', 'masyarakat', 'suruh', 'taat', 'atur', 'psbb', 'manajemen', 'tumpang', 'numpuk', 'di', 'mana', 'logika', 'manajemen']",205,"['jeda', 'kereta', 'menit', 'numpuk', 'tumpang', 'nunggu', 'stasiun', 'kereta', 'psbb', 'masyarakat', 'suruh', 'taat', 'atur', 'psbb', 'manajemen', 'tumpang', 'numpuk', 'di', 'mana', 'logika', 'manajemen']",-8,Negative,-1
"['gangguan', 'pagi', 'orang', 'tergesa', 'gesa', 'tergesa', 'gesa', 'sibukga', 'malam', 'gangguannya', 'kasih', 'notifikasiseperti', 'blast', 'pengguna', 'gangguannyusahin', 'tidak', 'laku']","['ganggu', 'pagi', 'orang', 'gesa', 'gesa', 'gesa', 'gesa', 'sibukga', 'malam', 'ganggu', 'kasih', 'notifikasiseperti', 'blast', 'guna', 'gangguannyusahin', 'tidak', 'laku']",173,"['ganggu', 'pagi', 'orang', 'gesa', 'gesa', 'gesa', 'gesa', 'sibukga', 'malam', 'ganggu', 'kasih', 'notifikasiseperti', 'blast', 'guna', 'gangguannyusahin', 'tidak', 'laku']",-10,Negative,-1
"['bagaimana', 'keyboard', 'tidak', 'bisa', 'muncul', 'ngeklik', 'beroperasi', 'sinyal', 'bagus', 'tidak', 'jelas']","['bagaimana', 'keyboard', 'tidak', 'bisa', 'muncul', 'ngeklik', 'operasi', 'sinyal', 'bagus', 'tidak', 'jelas']",111,"['bagaimana', 'keyboard', 'tidak', 'bisa', 'muncul', 'ngeklik', 'operasi', 'sinyal', 'bagus', 'tidak', 'jelas']",-5,Negative,-1
"['payah', 'opsi', 'pembayaran', 'link', 'pindah', 'gopay', 'mohon', 'tingkatkan']","['payah', 'opsi', 'bayar', 'link', 'pindah', 'gopay', 'mohon', 'tingkat']",73,"['payah', 'opsi', 'bayar', 'link', 'pindah', 'gopay', 'mohon', 'tingkat']",5,Positive,1
"['pengriman', 'sekali', 'tolong', 'benerin', 'tim', 'develope']","['rim', 'sekali', 'tolong', 'benerin', 'tim', 'develope']",57,"['rim', 'sekali', 'tolong', 'benerin', 'tim', 'develope']",-5,Negative,-1
"['aplikasi', 'kebijakan', 'menghilangkan', 'metode', 'pembayaran', 'gopayovodana', 'juli', 'kebijakan', 'manajemen', 'bodoh', 'zaman', 'purbakala']","['aplikasi', 'bijak', 'hilang', 'metode', 'bayar', 'gopayovodana', 'juli', 'bijak', 'manajemen', 'bodoh', 'zaman', 'purbakala']",127,"['aplikasi', 'bijak', 'hilang', 'metode', 'bayar', 'gopayovodana', 'juli', 'bijak', 'manajemen', 'bodoh', 'zaman', 'purbakala']",1,Positive,1
"['aplikasi', 'lambat', 'sekali']","['aplikasi', 'lambat', 'sekali']",32,"['aplikasi', 'lambat', 'sekali']",-4,Negative,-1
"['tidak', 'aplikasi', 'nya', 'sudah', 'memasang', 'akun', 'kode', 'kirim', 'tidak', 'masuk', 'sudah', 'memasang', 'copot', 'pemasangan', 'aplikasi', 'tidak', 'akun']","['tidak', 'aplikasi', 'nya', 'sudah', 'pasang', 'akun', 'kode', 'kirim', 'tidak', 'masuk', 'sudah', 'pasang', 'copot', 'pasang', 'aplikasi', 'tidak', 'akun']",157,"['tidak', 'aplikasi', 'nya', 'sudah', 'pasang', 'akun', 'kode', 'kirim', 'tidak', 'masuk', 'sudah', 'pasang', 'copot', 'pasang', 'aplikasi', 'tidak', 'akun']",-8,Negative,-1
"['aplikasi', 'nya', 'payah', 'membantu', 'sekali', 'sudah', 'masukkan', 'data', 'benar', 'tetap', 'proses', 'verifikasi', 'detil', 'harus', 'email']","['aplikasi', 'nya', 'payah', 'bantu', 'sekali', 'sudah', 'masuk', 'data', 'benar', 'tetap', 'proses', 'verifikasi', 'detil', 'harus', 'email']",142,"['aplikasi', 'nya', 'payah', 'bantu', 'sekali', 'sudah', 'masuk', 'data', 'benar', 'tetap', 'proses', 'verifikasi', 'detil', 'harus', 'email']",-4,Negative,-1
"['tidak', 'daftar', 'upload']","['tidak', 'daftar', 'upload']",29,"['tidak', 'daftar', 'upload']",-4,Negative,-1
"['parah', 'pembayaran', 'dompet', 'digital', 'dikuranginlama', 'mempersulit', 'penumpangmending', 'bawa', 'kendaraan', 'pribadi', 'tranportasi', 'dipersulit']","['parah', 'bayar', 'dompet', 'digital', 'dikuranginlama', 'sulit', 'penumpangmending', 'bawa', 'kendara', 'pribadi', 'tranportasi', 'sulit']",140,"['parah', 'bayar', 'dompet', 'digital', 'dikuranginlama', 'sulit', 'penumpangmending', 'bawa', 'kendara', 'pribadi', 'tranportasi', 'sulit']",-3,Negative,-1
"['tidak', 'jelas', 'unduh', 'tidak', 'bisa', 'kebuka', 'dibuka', 'back', 'melulu', 'beli', 'tiket', 'seperti', 'ini', 'bagus', 'loket', 'mempersulit', 'saja', 'mohon', 'perbaiki']","['tidak', 'jelas', 'unduh', 'tidak', 'bisa', 'buka', 'buka', 'back', 'melulu', 'beli', 'tiket', 'seperti', 'ini', 'bagus', 'loket', 'sulit', 'saja', 'mohon', 'baik']",165,"['tidak', 'jelas', 'unduh', 'tidak', 'bisa', 'buka', 'buka', 'back', 'melulu', 'beli', 'tiket', 'seperti', 'ini', 'bagus', 'loket', 'sulit', 'saja', 'mohon', 'baik']",-1,Negative,-1
"['pembaruan', 'metode', 'pembayaran', 'opsi', 'dompet', 'digital', 'bank', 'dompet', 'digital', 'ayolah', 'tambahin', 'malas']","['baru', 'metode', 'bayar', 'opsi', 'dompet', 'digital', 'bank', 'dompet', 'digital', 'ayo', 'tambahin', 'malas']",113,"['baru', 'metode', 'bayar', 'opsi', 'dompet', 'digital', 'bank', 'dompet', 'digital', 'ayo', 'tambahin', 'malas']",-4,Negative,-1
"['buka', 'aplikasi', 'terdeteksi', 'opsi', 'pengembang', 'matikan', 'opsi', 'pengembang', 'terima', 'kasih']","['buka', 'aplikasi', 'deteksi', 'opsi', 'kembang', 'mati', 'opsi', 'kembang', 'terima', 'kasih']",96,"['buka', 'aplikasi', 'deteksi', 'opsi', 'kembang', 'mati', 'opsi', 'kembang', 'terima', 'kasih']",13,Positive,1
"['tujuan', 'masyarakat', 'beralih', 'transportasi', 'akses', 'pembayarannya', 'seperti', 'pembeliat', 'tiket', 'gopay', 'sekarang', 'berlaku', 'saku', 'astrapay', 'tolong', 'dibaca', 'menyarankan', 'pembayaran', 'dompet', 'gopay', 'dana', 'masyarakat', 'transaksi', 'melalukan', 'dompet', 'saku', 'astrapay']","['tuju', 'masyarakat', 'alih', 'transportasi', 'akses', 'bayar', 'seperti', 'biat', 'tiket', 'gopay', 'sekarang', 'laku', 'saku', 'astrapay', 'tolong', 'baca', 'saran', 'bayar', 'dompet', 'gopay', 'dana', 'masyarakat', 'transaksi', 'lalu', 'dompet', 'saku', 'astrapay']",269,"['tuju', 'masyarakat', 'alih', 'transportasi', 'akses', 'bayar', 'seperti', 'biat', 'tiket', 'gopay', 'sekarang', 'laku', 'saku', 'astrapay', 'tolong', 'baca', 'saran', 'bayar', 'dompet', 'gopay', 'dana', 'masyarakat', 'transaksi', 'lalu', 'dompet', 'saku', 'astrapay']",25,Positive,1
